Name,Paraffinic CH3,Paraffinic CH2,Paraffinic CH,Olefinic -CH=CH2,Naphthenic CH-CH2,Aromatic C-CH,Alcoholic OH,Ether O,Aldehydic CHO,Ketonic CO,Ester COO,MW,BI,FP
BUB50,30.93534711,38.1583596,0,0,0,0,11.52204836,0,0,19.38424493,0,72.9893969,0.126325388,273.25
BUB60,33.07629191,34.42485236,0,0,0,0,9.223349744,0,0,23.27550599,0,72.78984256,0.15126968,272.25
BUB70,35.21989131,30.68671585,0,0,0,0,6.921800908,0,0,27.17159193,0,72.59113101,0.176108624,274.25
BUB80,37.36615027,26.94394146,0,0,0,0,4.617396553,0,0,31.07251172,0,72.39325691,0.200842886,273.25
BUB90,39.51507373,23.19652054,0,0,0,0,2.31013136,0,0,34.97827436,0,72.19621499,0.225473126,272.15
ETP02,17.42240365,62.22908699,0,0,0,0,18.89097284,0,0,0,1.45753653,88,0.004422869,316.35
ETP10,18.91407389,56.66018474,0,0,0,0,17.20041322,0,0,0,7.225328148,88,0.021925134,296.35
ETP20,20.74314574,49.83164983,0,0,0,0,15.12746513,0,0,0,14.2977393,88,0.043386243,282.35
ETP30,22.53391242,43.14612089,0,0,0,0,13.09792956,0,0,0,21.22203713,88,0.064397906,278.35
ETP40,24.28756477,36.59915214,0,0,0,0,11.1104569,0,0,0,28.00282619,88,0.084974093,278.35
ETP50,26.00524476,30.18648019,0,0,0,0,9.163752914,0,0,0,34.64452214,88,0.105128205,278.35
ETP60,27.68804799,23.90401477,0,0,0,0,7.256575911,0,0,0,41.15136133,88,0.124873096,276.35
ETP70,29.33702604,17.74783006,0,0,0,0,5.387734125,0,0,0,47.52740978,88,0.144221106,276.45
ETP80,30.9531886,11.71415649,0,0,0,0,3.55608322,0,0,0,53.77657169,88,0.16318408,273.65
ETP90,32.5375056,5.799373041,0,0,0,0,1.760523959,0,0,0,59.9025974,88,0.181773399,273.65
OCB02,20.37512518,57.05139388,0,0,0,0,22.57348094,0,0,0,0,74.45429275,0,306.85
OCB04,20.48054017,57.3476048,0,0,0,0,22.17185504,0,0,0,0,74.91666966,0,301.85
OCB10,20.80019084,58.24580743,0,0,0,0,20.95400173,0,0,0,0,76.35452245,0,296.75
OCB20,21.34457316,59.77549491,0,0,0,0,18.87993193,0,0,0,0,78.93459389,0,291.75
OCB30,21.90401742,61.34750571,0,0,0,0,16.74847687,0,0,0,0,81.77425406,0,286.75
OCB40,22.4791575,62.96362096,0,0,0,0,14.55722154,0,0,0,0,84.9147552,0,287.75
OCB50,23.07066332,64.62572317,0,0,0,0,12.30361351,0,0,0,0,88.40657923,0,287.75
OCB60,23.67924352,66.33580352,0,0,0,0,9.984952959,0,0,0,0,92.31217191,0,286.85
OCB70,24.30564822,68.09596984,0,0,0,0,7.59838194,0,0,0,0,96.70971022,0,286.85
OCB80,24.95067214,69.90845525,0,0,0,0,5.140872603,0,0,0,0,101.6983891,0,286.85
OCB90,25.61515797,71.77562765,0,0,0,0,2.609214381,0,0,0,0,107.4059938,0,286.85
